username,community,pagerank,betweenness,in_degree,out_degree,narrative_similarity,tweet_frequency,reply_ratio,is_buzzer
ariscky,36,0.0007796825227094,0.0,0,1,0.3012834347678047,1,1.0,0
Kang_Anuw,26,0.0007796825227094,0.0,0,1,0.2544286797297261,1,1.0,0
goonjol,150,0.0007796825227094,0.0,0,1,0.727499039220559,2,0.5,0
budhiperma19709,26,0.0007796825227094,0.0,0,1,0.1357769298337925,1,1.0,0
AyahnyaVia01,36,0.0007796825227094,0.0,0,1,0.3785457933468923,1,1.0,0
raverara_,128,0.0007796825227094,0.0,0,1,0.4576757682076421,1,1.0,0
boysinred08,36,0.0007796825227094,0.0,0,1,0.3288941037199975,2,0.5,0
becomingism,151,0.0007796825227094,0.0,0,1,0.4943654228328032,1,1.0,0
satriansyah,36,0.0007796825227094,0.0,0,1,0.2436992880548653,1,1.0,0
avcenna,36,0.0007796825227094,0.0,0,1,0.3785457933468923,1,1.0,0
Andri149693,152,0.0007796825227094,0.0,0,1,0.7071067811865474,1,1.0,0
DermagaGarely,147,0.0007796825227094,0.0,0,1,0.5213494957364005,1,1.0,0
myr_bdg,153,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
Paranggendis,128,0.0007796825227094,0.0,0,1,0.3857491646246953,1,1.0,0
hafidzes,36,0.0007796825227094,0.0,0,1,0.3306258044440692,1,1.0,0
BobFoster_,36,0.0007796825227094,0.0,0,1,0.2862097038531244,1,1.0,0
FeryAnsori,7,0.0007796825227094,0.0,0,1,0.1243860062915641,1,1.0,0
PujiPu46028,112,0.0007796825227094,0.0,0,1,0.4517591408207204,1,1.0,0
piyu_dhantara,139,0.0007796825227094,0.0,0,1,0.5984909790407646,1,1.0,0
rudysirwi,127,0.0007796825227094,0.0,0,1,0.3672158589487428,1,1.0,0
Alberto06Fans,116,0.0007796825227094,0.0,0,1,0.3658915018751112,1,1.0,0
CocoLatii,116,0.0014426852940011,4.937296336526118e-06,1,3,0.4285856060908333,3,1.0,0
primaadiw,36,0.0007796825227094,0.0,0,1,0.202340228684932,1,1.0,0
hannaconnia,151,0.0007796825227094,0.0,0,1,0.5599768744821253,1,1.0,0
e__simatupang,154,0.0007796825227094,0.0,0,1,0.6323065992157131,1,1.0,0
PartaiSocmed,154,0.0021056880652928,0.0,2,0,0.5802263366577102,1,0.0,0
mfadlillah2815,151,0.0007796825227094,0.0,0,1,0.5085700945773016,1,1.0,0
IbrahimKudran,127,0.0007796825227094,0.0,0,1,0.3726182433093791,1,1.0,0
kapoelaga,139,0.0007796825227094,0.0,0,1,0.5669237334084875,1,1.0,0
DedyNad_id,127,0.0007796825227094,0.0,0,1,0.3699127986136667,2,0.5,0
robloxngitis,155,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
albert54769,156,0.0007796825227094,0.0,0,1,0.7280825354500202,1,1.0,0
guesihya,157,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
IMjustluckyfool,158,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
Budionotaslim3,159,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
InimL03,160,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
Mokachino74,161,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
vissscount,156,0.0007796825227094,0.0,0,1,0.7280825354500219,1,1.0,0
postraumatized,36,0.0007796825227094,0.0,0,1,0.2933486618258024,1,1.0,0
raaaaajy29,129,0.0007796825227094,0.0,0,1,0.731036502741196,1,1.0,0
Trisnoaku1,36,0.0007796825227094,0.0,0,2,0.3091645324457333,2,1.0,0
marvelle_danny,162,0.0007796825227094,0.0,0,2,0.7677611319514563,2,1.0,1
secret_Govermen,163,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
BuYungBin1,36,0.0007796825227094,0.0,0,1,0.1618848789370527,1,1.0,0
sapa_coba,164,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
NHenryp29864,165,0.0007796825227094,0.0,0,1,0.52699851304128,3,0.3333333333333333,0
mikuroQ,165,0.0014426852940011,0.0,1,0,0.538187067159042,1,0.0,0
5dhany5,166,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
Rifdaada,152,0.0007796825227094,0.0,0,1,0.7071067811865477,1,1.0,0
Indonesiaguyub,118,0.0007796825227094,0.0,0,1,0.480951044601839,1,1.0,0
DenCybr,167,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
tqete,144,0.0007796825227094,0.0,0,1,0.5872255226227499,1,1.0,0
sprawl_mountain,137,0.0007796825227094,0.0,0,1,0.7071067811865476,1,1.0,0
lintang_ayoe,168,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
oot_bule,128,0.0007796825227094,0.0,0,1,0.4421883174020121,1,1.0,0
caksutiknuo,9,0.0007796825227094,0.0,0,1,0.4414637542523359,1,1.0,0
renzum1,169,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
clumsycheesecat,170,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
Pramudji2,171,0.0007796825227094,0.0,0,1,0.7224621569816578,1,1.0,0
liputan6dotcom,171,0.0014426852940011,0.0,1,0,0.7224621569816574,1,0.0,0
f12xos,172,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
Manusia0iLspill,173,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
mrlogix,118,0.0007796825227094,0.0,0,1,0.3508725271404352,1,1.0,0
Capitalisborju,174,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
Bambang77197468,175,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
sawar1886390,151,0.0007796825227094,0.0,0,1,0.5273903794676887,1,1.0,0
StarcaseX66003,176,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
Sgrdamai,177,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
extrocib,178,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
ranrats,36,0.0007796825227094,0.0,0,1,0.2083030470576709,1,1.0,0
AbdiSaragi43810,154,0.0007796825227094,0.0,0,1,0.602910018718009,1,1.0,0
HermanHabibi70,118,0.0007796825227094,0.0,0,1,0.3806966612301122,1,1.0,0
Rendy20967590,179,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
jomokwi,180,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
podo_radong1,181,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
BapakMobil,118,0.0007796825227094,0.0,0,1,0.3690160352241095,1,1.0,0
Cyko_as_Coky,127,0.0007796825227094,0.0,0,1,0.3922536177096727,1,1.0,0
0rang3dan,182,0.0007796825227094,0.0,0,1,0.5773502691896258,1,1.0,0
officialinews_,182,0.0014426852940011,0.0,1,0,0.5773502691896262,2,0.0,0
joseanalbert,183,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
pertalitelangka,128,0.0007796825227094,0.0,0,1,0.4144382501346035,1,1.0,0
zmubarok,1,0.0007796825227094,0.0,0,1,0.2264570998380021,1,1.0,0
ardantama,118,0.0007796825227094,0.0,0,1,0.3478718526540365,1,1.0,0
Pamankarta,1,0.0007796825227094,0.0,0,1,0.1563037721562951,1,1.0,0
batagorjawa,1,0.0007796825227094,0.0,0,1,0.1163204102983512,1,1.0,0
asyhadiw,184,0.0007796825227094,0.0,0,1,0.3949585837640946,1,1.0,0
tvOneNews,184,0.0014426852940011,0.0,1,0,0.4595442828860567,5,0.0,0
tahu_tek_,89,0.0007796825227094,0.0,0,1,0.3895769664522913,1,1.0,0
IIwantara63083,62,0.0007796825227094,0.0,0,1,0.3917905723342648,1,1.0,0
keringatan,1,0.0007796825227094,0.0,0,1,0.128843083298146,1,1.0,0
TheSouthers,1,0.0007796825227094,0.0,0,1,0.1341721116230061,2,0.5,0
lesanrego,36,0.0007796825227094,0.0,0,1,0.2162496360359357,1,1.0,0
DJ_Luvly,1,0.0007796825227094,0.0,0,1,0.1970904624878446,1,1.0,0
ShofyanTsauri2,1,0.0007796825227094,0.0,0,1,0.1849197738858494,1,1.0,0
eezlily,185,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
greekychoco,186,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
justrelaxoxo,187,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
doto64,2,0.0007796825227094,0.0,0,5,0.273096993934758,7,0.7142857142857143,0
vetemoans,188,0.0025089675180224,2.6332247128139297e-05,2,9,0.2824545976108233,10,0.9,0
evanersjudere,189,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
shintaeffendi,190,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
hastwoashtwo,191,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
BunniePeachies,188,0.0010166722401873,0.0,1,1,0.4500799820910926,1,1.0,0
LLendong,192,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
SaptonoRagil,108,0.0007796825227094,0.0,0,1,0.4302739140927351,1,1.0,0
chivesweet,193,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
masjawahnf,194,0.0007796825227094,0.0,0,2,0.7954586736899273,2,1.0,1
Werkudara101,9,0.0007796825227094,0.0,0,1,0.4744193101605642,1,1.0,0
azwarlnst_,195,0.0007796825227094,0.0,0,1,0.7852764028386612,2,0.5,0
M_IKBAR_fauzi,9,0.0007796825227094,0.0,0,1,0.4973350445713757,1,1.0,0
panelord1793763,196,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
xxhaishley,197,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
windyagustin_,198,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
radean_,199,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
exxxtrahottt,188,0.0010166722401873,0.0,1,1,0.3592793920479067,1,1.0,0
nyphandora,200,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
dimasembodo,201,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
thelastgoodbtch,202,0.0007796825227094,0.0,0,2,0.7412489664217417,2,1.0,1
loopseey,0,0.0007796825227094,0.0,0,1,0.1696114626650905,1,1.0,0
chomyluvy,203,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
dayafterchaotic,204,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
TerasVillaSquad,205,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
Dyananjani89,100,0.0007796825227094,0.0,0,1,0.3814427228267557,1,1.0,0
FARHAN2Humanity,206,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
khusete,207,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
dennisfirmansy9,0,0.0007796825227094,0.0,0,1,0.2197425005911444,1,1.0,0
RezmaniaDalila,208,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
Niel9179,95,0.0007796825227094,0.0,0,1,0.496647161220595,2,0.5,0
mochiiii_W,209,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
BenGzl3,195,0.0007796825227094,0.0,0,1,0.5320456989602075,1,1.0,0
Nadiansyah88,210,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
syaiful_wachman,31,0.0007796825227094,0.0,0,1,0.0,1,1.0,0
